Percent of Students Chronically Absent,Percent HRA Eligible,Student Percent - Black and Hispanic,Percent Students with IEPs,log_dropout_rate,log_temp_housing,log_percent_overage,Economic Need Index,Percent English Language Learners,Average Grade 8 Proficiency,Percent College Ready based on SAT Math,Metric Value - College Persistence,Supportive Environment - Element Score,Graduation Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Took_ACT,Rigorous Instruction - Element Score,Percentage of Students Enrolled in Any Advanced Course,log_enrollment
0.627,0.835,0.8719999999999999,0.338,0.035367143837291344,0.1527210870176639,0.07232066157962608,0.893,0.06,2.47,0.029,0.311,2.74,0.8445,0.00605,0.514,0.0,2.28,0.662,4.897839799950911
0.418,0.67,0.936,0.172,0.010939940038334263,0.10526051065749292,0.035367143837291344,0.746,0.017,2.83,0.082,0.594,3.5770989010989007,0.8505,0.00633,0.576,0.0,3.41,0.636,6.274762021241939
0.265,0.762,0.94,0.196,0.1406311297397456,0.19967019512856768,0.058268908123975824,0.844,0.089,2.435,0.039,0.3,3.6,0.873,0.00662,0.353,0.0,3.06,0.494,5.4638318050256105
0.415,0.757,0.8919999999999999,0.234,0.02810143011087478,0.17058630057553364,0.09984533496971612,0.878,0.15,2.53,0.0,0.297,3.49,0.866,0.00738,0.625,0.0,3.28,0.483,5.872117789475415
0.553,0.676,0.8029999999999999,0.049,0.10975086395911908,0.22314355131420976,0.25619140536041013,0.0,0.919,2.03,0.0,0.337,4.04,0.7805,0.00517,0.784,0.0,4.4,0.201,5.652489180268651
0.293,0.668,0.909,0.232,0.0769610411361284,0.13190507087993858,0.04401688541677426,0.756,0.082,2.6050000000000004,0.098,0.391,4.46,0.9105,0.00669,0.549,0.0,3.93,0.718,5.398162701517753
0.545,0.747,0.948,0.295,0.12000279239469631,0.1239859797809913,0.10526051065749292,0.83,0.063,2.475,0.051,0.397,3.07,0.904,0.00635,0.603,0.0,3.36,0.211,5.25227342804663
0.144,0.765,0.881,0.205,0.06905953593149455,0.13714983814723364,0.0620353909194527,0.827,0.09,2.51,0.042,0.305,4.29,0.8925000000000001,0.00631,0.297,0.0,3.99,0.375,6.152732694704104
0.464,0.722,0.889,0.189,0.14971227322832675,0.13190507087993858,0.10885440491208206,0.841,0.181,2.48,0.033,0.275,3.41,0.8795,0.00605,0.852,0.0,3.58,0.542,5.429345628954441
0.122,0.588,0.896,0.15,0.005484930230569745,0.05921185963184603,0.006975613736425138,0.671,0.013,3.295,0.296,0.694,4.12,1.0,0.0076099999999999,0.888,0.0,4.72,0.926,6.131226489483141
0.426,0.687,0.911,0.167,0.007968169649176881,0.12133228516752496,0.026641930946421092,0.758,0.02,2.865,0.067,0.574,3.47,0.9485,0.00642,0.408,0.0,3.31,0.478,6.111467339502678
0.448,0.705,0.855,0.207,0.1146670749781259,0.12575120530556025,0.04879016416943205,0.783,0.092,2.8150000000000004,0.145,0.359,3.16,0.8965000000000001,0.0069099999999999,0.395,0.0,3.04,0.391,5.568344503761097
0.439,0.798,0.954,0.225,0.05306672093669223,0.1406311297397456,0.0620353909194527,0.856,0.028,2.62,0.033,0.313,3.6,0.8035,0.0065099999999999,0.7,0.0,2.86,0.674,5.389071729816501
0.152,0.453,0.939,0.089,0.0074720148387010564,0.03825871211709027,0.005982071677547469,0.557,0.005,3.405,0.479,0.752,3.26,0.985,0.00718,0.944,1.0,3.17,0.859,6.781057625936179
0.264,0.679,0.944,0.188,0.05259245011917063,0.10255658832509215,0.044973365642731196,0.761,0.101,2.68,0.044,0.406,3.05,0.84,0.0065,0.82,0.0,2.62,0.5,7.083387847625295
0.407,0.718,0.962,0.246,0.03198304585305074,0.11689375147149943,0.02273948696948934,0.792,0.042,2.6100000000000003,0.119,0.463,3.54,0.9035,0.0075,0.847,1.0,3.78,0.629,6.16541785423142
0.685,0.79,0.873,0.162,0.06531946612064246,0.14583044821153954,0.055434706888100524,0.849,0.057,2.605,0.051,0.345,2.34,0.871,0.00603,0.424,0.0,2.17,0.528,5.438079308923196
0.41,0.674,0.911,0.22,0.04353830201448341,0.1231021971339834,0.09166718852582388,0.762,0.137,2.62,0.108,0.43,3.41,0.8925000000000001,0.00609,0.591,0.0,3.85,0.399,5.749392985908253
0.514,0.656,0.886,0.224,0.08365157249561078,0.10345870836822997,0.05354076692802976,0.718,0.109,2.43,0.095,0.24,3.82,0.8605,0.00632,0.714,0.0,3.57,0.366,5.214935757608986
0.665,0.762,0.938,0.271,0.06905953593149455,0.14149956227369942,0.09531017980432495,0.828,0.057,2.4450000000000003,0.02,0.338,2.6,0.819,0.00633,0.21,0.0,1.91,0.357,5.351858133476067
0.587,0.741,0.893,0.348,0.07742389696480363,0.1466943791508034,0.12486898204586927,0.813,0.127,2.275,0.0,0.329,3.58,0.7525,0.00607,0.357,0.0,3.21,0.513,5.0689042022202315
0.552,0.719,0.862,0.165,0.050217716160617515,0.08801087732271339,0.08157998699242285,0.79,0.119,2.56,0.038,0.669,3.6,0.9025,0.0064599999999999,0.283,0.0,4.41,0.262,5.564520407322694
0.505,0.726,0.865,0.267,0.02078253918252841,0.126632650933366,0.035367143837291344,0.783,0.089,2.485,0.056,0.291,3.56,0.881,0.00592,0.269,0.0,3.69,0.445,5.641907070938113
0.455,0.711,0.966,0.251,0.11911548089016212,0.11600367575630612,0.0695260626486103,0.775,0.038,2.63,0.026,0.355,3.31,0.8795,0.0066099999999999,0.821,0.0,2.48,0.613,5.4638318050256105
0.484,0.674,0.906,0.115,0.058740495022600085,0.11511280710050446,0.03729578474369693,0.76,0.104,2.71,0.085,0.513,3.17,0.9035,0.0065,0.349,0.0,3.89,0.341,5.976350909297934
0.202,0.727,0.827,0.188,0.05685281159278279,0.1301506844650451,0.04305948946044701,0.779,0.085,2.575,0.061,0.394,4.16,0.9625,0.00692,0.818,0.0,4.01,0.686,5.963579343618447
0.439,0.739,0.935,0.275,0.10481036435234511,0.12221763272424911,0.14755756435761466,0.796,0.109,2.265,0.0,0.208,3.67,0.7545,0.00686,0.337,0.0,3.69,0.297,4.934473933130692
0.653,0.807,0.911,0.248,0.023228126119207243,0.1292723357041391,0.035367143837291344,0.854,0.028,2.505,0.063,0.519,3.49,0.942,0.0067,0.911,0.0,3.37,0.65,5.8971538676367405
0.474,0.779,0.96,0.224,0.03488440185350188,0.08892620919440149,0.02761516703297339,0.842,0.038,2.7,0.089,0.394,3.5770989010989007,0.975,0.00716,0.532,0.0,3.44,0.673,5.988961416889864
0.54,0.728,0.925,0.228,0.07162274367296736,0.09712671073072283,0.026641930946421092,0.808,0.017,2.465,0.029,0.274,3.06,0.864,0.0066099999999999,0.428,0.0,3.54,0.452,5.68697535633982
0.375,0.781,0.895,0.425,0.06485097231961626,0.15614868248993138,0.044973365642731196,0.853,0.087,2.245,0.016,0.056,3.85,0.831,0.00527,0.262,1.0,2.77,0.365,5.393627546352362
0.597,0.821,0.8919999999999999,0.314,0.175632568643158,0.211880359035499,0.14583044821153954,0.922,0.157,2.245,0.0,0.19,2.91,0.7535000000000001,0.00614,0.414,0.0,2.36,0.364,4.9487598903781675
0.261,0.785,0.932,0.24,0.04066198171888972,0.1484200051182732,0.06859279146561167,0.848,0.114,2.585,0.09,0.646,4.22,0.926,0.00655,0.679,0.0,3.64,0.52,5.786897381366708
0.629,0.833,0.899,0.275,0.08984070399978955,0.19062035960864968,0.10975086395911929,0.885,0.123,2.305,0.0,0.089,3.25,0.756,0.00628,0.34,0.0,2.12,0.638,4.934473933130692
0.343,0.53,0.954,0.023,0.08204071033620941,0.16805358499624976,0.10885440491208206,0.0,0.951,1.89,0.009,0.278,3.91,0.909,0.00291,0.816,0.0,3.56,0.699,5.85793315448346
0.356,0.713,0.773,0.304,0.06109509935981083,0.10165365372649982,0.044973365642731196,0.781,0.06,2.495,0.032,0.22,3.27,0.874,0.0072,0.899,0.0,2.98,0.668,6.682108597449809
0.512,0.698,0.877,0.238,0.07045846364856137,0.11600367575630612,0.03825871211709027,0.781,0.074,2.76,0.109,0.517,3.53,0.933,0.00684,0.569,0.0,3.0,0.398,6.0112671744041615
0.442,0.807,0.825,0.206,0.025667746748577813,0.11243542932978817,0.05638033343610769,0.877,0.211,2.445,0.072,0.444,3.72,0.988,0.0055899999999999,0.526,0.0,3.59,0.86,5.978885764901121
0.484,0.725,0.895,0.189,0.06156535565815473,0.11600367575630612,0.04305948946044701,0.843,0.213,2.58,0.12,0.301,3.61,0.962,0.0060799999999999,0.489,0.0,3.37,0.806,6.013715156042801
0.641,0.872,0.89,0.32,0.1406311297397456,0.1823215567939546,0.10705907229340776,0.926,0.142,2.205,0.009,0.207,2.94,0.806,0.00615,0.547,0.0,2.48,0.499,6.030685260261263
0.437,0.849,0.724,0.239,0.1301506844650449,0.1527210870176639,0.1527210870176639,0.93,0.364,2.15,0.039,0.2,3.48,0.822,0.00517,0.373,0.0,2.32,0.438,5.60947179518496
0.496,0.714,0.827,0.146,0.11332868530700327,0.1231021971339834,0.04114194333117521,0.785,0.128,2.725,0.138,0.557,3.34,0.911,0.00638,0.815,0.0,2.7,0.625,5.820082930352362
0.473,0.881,0.912,0.302,0.016857117066422806,0.16211884947643512,0.151862349309246,0.917,0.145,2.22,0.056,0.286,3.5770989010989007,0.898,0.00622,0.278,0.0,3.4736402569593148,0.119,5.075173815233827
0.36,0.692,0.386,0.178,0.10728366521967457,0.050693114315518165,0.03246719013750141,0.774,0.182,2.955,0.283,0.564,3.21,0.7969999999999999,0.0070799999999999,0.578,1.0,3.42,0.637,8.045267716607803
0.154,0.696,0.513,0.205,0.02273948696948934,0.04018178963283176,0.015873349156290163,0.758,0.097,2.94,0.344,0.671,3.84,0.9485,0.0077,0.978,1.0,3.72,0.773,7.149916836132109
0.354,0.651,0.338,0.156,0.0848006016924651,0.05638033343610769,0.02273948696948934,0.729,0.124,3.17,0.379,0.578,3.71,0.891,0.0079,0.716,1.0,3.91,0.496,8.283999304248525
0.366,0.736,0.495,0.18,0.10278219464302582,0.07045846364856137,0.07045846364856137,0.854,0.286,2.815,0.227,0.459,3.39,0.8015,0.00654,0.605,1.0,2.59,0.486,8.089175678837561
0.431,0.781,0.296,0.133,0.0064789660977090735,0.10345870836822997,0.03246719013750141,0.849,0.139,2.995,0.16,0.677,3.8,0.9405,0.00719,0.938,1.0,3.86,0.503,5.82600010738045
0.425,0.598,0.604,0.014,0.1397619423751586,0.4330802751411378,0.264669298142708,0.0,0.921,1.97,0.104,0.489,3.72,0.7785,0.00489,0.487,0.0,4.03,0.402,5.877735781779639
0.413,0.689,0.283,0.18,0.02078253918252841,0.060153922819747144,0.036331929247390204,0.779,0.205,2.92,0.233,0.371,3.41,0.932,0.00631,0.962,0.0,3.03,0.672,6.400257445308821
0.484,0.706,0.6,0.219,0.15828497896571328,0.08065790301745454,0.18065349969325759,0.906,0.402,2.465,0.038,0.307,2.72,0.7985,0.0045299999999999,0.571,0.0,1.8,0.336,5.8111409929767
0.596,0.746,0.694,0.161,0.05685281159278279,0.08984070399978955,0.04114194333117521,0.818,0.15,2.74,0.08,0.432,3.67,0.8975,0.00726,0.606,0.0,3.88,0.51,7.649216319820633
0.422,0.645,0.598,0.177,0.0,0.05259245011917063,0.001998002662673058,0.712,0.026,3.04,0.241,0.637,3.85,0.9905,0.00797,0.991,1.0,4.78,0.863,6.049733455231958
0.312,0.554,0.42,0.182,0.04018178963283176,0.07510747248680547,0.01980262729617973,0.646,0.078,3.04,0.352,0.664,3.7,0.857,0.00773,0.796,1.0,3.4736402569593148,0.59,8.195057690895078
0.296,0.734,0.515,0.161,0.0769610411361284,0.08801087732271339,0.04688358589885046,0.812,0.187,2.9,0.245,0.589,3.59,0.8400000000000001,0.0069099999999999,0.796,1.0,3.02,0.515,7.688455356549944
0.485,0.721,0.6880000000000001,0.215,0.06719124954032338,0.12221763272424911,0.10345870836822997,0.892,0.275,2.74,0.114,0.525,3.31,0.9045,0.00592,0.514,0.0,3.05,0.741,5.5134287461649825
0.447,0.704,0.516,0.183,0.04018178963283176,0.06109509935981083,0.036331929247390204,0.782,0.146,2.89,0.233,0.5,3.96,0.955,0.0075599999999999,0.978,0.0,4.79,0.712,5.937536205082426
0.566,0.723,0.685,0.34,0.13343763822971663,0.09349034308733897,0.0769610411361284,0.804,0.161,2.51,0.063,0.283,3.15,0.8354999999999999,0.00697,0.445,0.0,2.51,0.43,6.4216222678065185
0.37,0.698,0.359,0.193,0.033192967355763964,0.03825871211709027,0.014888612493750559,0.797,0.168,2.805,0.205,0.547,3.58,0.896,0.00705,0.545,0.0,3.31,0.405,6.298949246855942
0.281,0.584,0.355,0.156,0.022250608934819723,0.042101176018635326,0.009950330853168092,0.653,0.04,3.39,0.599,0.772,3.18,0.9595,0.0084,0.812,1.0,3.06,0.618,8.309676895987726
0.359,0.555,0.29,0.141,0.044495239886551304,0.07045846364856137,0.024692612590371414,0.65,0.118,3.125,0.323,0.633,3.39,0.9185,0.00752,0.856,1.0,2.73,0.499,8.190631680903538
0.201,0.418,0.303,0.173,0.012669403100662925,0.026641930946421092,0.01291622526654623,0.51,0.03,3.515,0.742,0.795,3.33,0.968,0.00852,0.941,1.0,2.96,0.732,6.889591308354466
0.133,0.476,0.861,0.158,0.02078253918252841,0.04018178963283176,0.002995508979798371,0.564,0.014,3.415,0.49,0.786,3.98,0.974,0.00821,0.957,1.0,4.28,0.832,6.450470422144177
0.595,0.778,0.395,0.169,0.03343477608623742,0.08801087732271339,0.07603468627599758,0.831,0.261,2.76,0.078,0.434,3.25,0.9155,0.00682,0.561,1.0,3.35,0.488,6.100318952020064
0.554,0.794,0.885,0.23,0.0718554371004281,0.13627761829254773,0.10074990310014315,0.861,0.072,2.37,0.023,0.292,3.16,0.8755,0.00707,0.77,0.0,2.97,0.552,6.035481432524756
0.32,0.825,0.928,0.269,0.04305948946044701,0.22394323148477402,0.04783732941416006,0.903,0.072,2.465,0.032,0.423,3.72,0.9675,0.00715,0.661,0.0,3.31,0.552,5.4116460518550396
0.244,0.682,0.917,0.271,0.005982071677547469,0.12133228516752496,0.045928931888399735,0.772,0.012,2.71,0.059,0.35,4.39,0.964,0.00665,0.382,1.0,4.58,0.371,5.998936561946683
0.585,0.891,0.8440000000000001,0.385,0.1115413747329073,0.29192306670903545,0.14496577025018564,0.0,0.182,2.26,0.059,0.049,2.72,0.731,0.0054,0.338,0.0,2.56,0.13,5.262690188904886
0.299,0.408,0.809,0.041,0.1810707748923021,0.3235317253454782,0.16551443847757333,0.915,0.813,2.005,0.024,0.456,4.02,0.819,0.00623,0.78,0.0,3.53,0.24,5.5909869805108565
0.336,0.655,0.512,0.116,0.005982071677547469,0.05354076692802976,0.02273948696948934,0.732,0.073,3.075,0.393,0.747,3.57,0.946,0.00792,0.899,0.0,4.11,0.539,6.80128303447162
0.422,0.779,0.746,0.218,0.03729578474369693,0.05259245011917063,0.026641930946421092,0.826,0.125,2.715,0.122,0.602,3.12,0.9105,0.00649,0.911,0.0,2.96,0.559,5.908082938168931
0.373,0.767,0.8,0.168,0.005982071677547469,0.08801087732271339,0.02078253918252841,0.816,0.105,2.85,0.215,0.521,3.83,0.9425,0.00734,0.89,0.0,3.69,0.646,6.363028103540465
0.144,0.425,0.985,0.019,0.008959741371471801,0.38865798979178323,0.2295231582782488,0.949,0.91,1.93,0.047,0.21,4.48,0.967,0.005,0.74,0.0,4.07,0.508,6.175867270105761
0.162,0.467,0.478,0.13,0.005982071677547469,0.04114194333117521,0.002995508979798371,0.544,0.007,3.87,0.856,0.85,3.77,0.993,0.0080299999999999,0.993,1.0,4.78,0.722,6.508769136971681
0.36,0.692,0.7170000000000001,0.183,0.11198850194804728,0.10074990310014315,0.08892620919440149,0.855,0.284,2.675,0.093,0.416,3.64,0.784,0.0069999999999999,0.565,0.0,3.07,0.498,7.474204806496124
0.484,0.649,0.75,0.193,0.06578774053800315,0.12044615307586726,0.050693114315518165,0.8,0.263,2.6,0.076,0.409,3.52,0.8405,0.00735,0.735,0.0,2.59,0.457,7.300472814267798
0.319,0.684,0.8190000000000001,0.186,0.0358496528936972,0.045928931888399735,0.015873349156290163,0.735,0.02,2.97,0.074,0.886,3.96,0.9075,0.00836,0.942,0.0,3.7,0.751,6.196444127794521
0.251,0.478,0.8150000000000001,0.011,0.030044121348376644,0.35907206853845386,0.055434706888100524,0.89,0.815,2.025,0.073,0.821,4.58,0.9305,0.0058499999999999,0.798,0.0,4.28,0.505,6.261491684321042
0.292,0.741,0.8320000000000001,0.165,0.007968169649176881,0.08434114843375096,0.015873349156290163,0.797,0.088,2.865,0.156,0.59,4.12,0.972,0.00746,0.906,0.0,3.98,0.598,6.6240652277998935
0.428,0.642,0.6940000000000001,0.173,0.019312311032372884,0.05638033343610769,0.014888612493750559,0.692,0.041,2.975,0.289,0.661,3.96,0.9735,0.0080299999999999,0.768,0.0,3.37,0.604,6.148468295917647
0.401,0.592,0.59,0.165,0.008959741371471801,0.04401688541677426,0.014888612493750559,0.671,0.075,3.01,0.258,0.735,3.91,0.9785,0.00802,0.962,0.0,4.48,0.716,6.964135612418245
0.278,0.758,0.848,0.187,0.030771658666753687,0.06765864847381486,0.010939940038334263,0.814,0.078,2.87,0.234,0.512,3.77,0.8845000000000001,0.00792,0.766,0.0,3.05,0.519,7.208600337960199
0.155,0.615,0.525,0.148,0.0,0.04305948946044701,0.003992021269537457,0.681,0.034,3.425,0.666,0.905,4.04,0.9835,0.00832,0.94,0.0,3.88,0.551,7.604396348796338
0.442,0.66,0.7290000000000001,0.193,0.05211795426210677,0.0944006754214843,0.036331929247390204,0.777,0.128,2.78,0.118,0.532,3.84,0.869,0.00738,0.562,0.0,3.72,0.55,6.4425401664681985
0.257,0.7,0.347,0.062,0.01340968690991774,0.0769610411361284,0.03825871211709027,0.778,0.209,3.03,0.485,0.705,4.04,0.9515,0.00677,0.985,1.0,3.0,0.821,6.07993319509559
0.28,0.482,0.362,0.148,0.03101405352916954,0.03052920503482279,0.0,0.536,0.036,3.24,0.529,0.744,4.03,0.9755,0.00639,0.894,0.0,4.69,0.807,5.8805329864007
0.409,0.554,0.676,0.022,0.05638033343610769,0.29117596170603677,0.19309662996191315,0.908,0.938,1.915,0.112,0.314,4.25,0.895,0.00516,0.607,0.0,4.5,0.46,6.035481432524756
0.195,0.669,0.2779999999999999,0.178,0.029073247485707165,0.03729578474369693,0.009950330853168092,0.743,0.14,3.255,0.648,0.814,4.11,0.9775,0.00726,0.956,0.0,3.54,0.599,5.991464547107982
0.366,0.444,0.483,0.221,0.02176149178151271,0.03343477608623742,0.010939940038334263,0.507,0.034,3.255,0.276,0.831,3.57,0.9945,0.00694,0.989,1.0,3.54,0.662,5.883322388488279
0.358,0.683,0.643,0.169,0.047360571359837574,0.08065790301745454,0.054488185284069776,0.794,0.196,2.785,0.131,0.456,3.43,0.837,0.00695,0.747,1.0,3.39,0.522,7.999342952713282
0.513,0.727,0.723,0.176,0.10526051065749292,0.10345870836822997,0.04974209189481401,0.843,0.241,2.655,0.102,0.414,3.18,0.85,0.0067099999999999,0.752,0.0,2.31,0.699,7.282761179605593
0.108,0.406,0.218,0.141,0.0,0.02078253918252841,0.001998002662673058,0.471,0.006,3.915,0.885,0.941,3.5770989010989007,0.997,0.00938,0.986,1.0,4.83,0.873,7.188412736496953
0.359,0.664,0.597,0.169,0.013902905168991434,0.07417939817425147,0.02078253918252841,0.736,0.105,2.79,0.267,0.57,3.8,0.9145,0.00813,0.699,0.0,3.0,0.703,6.345636360828596
0.436,0.525,0.698,0.166,0.003992021269537457,0.0620353909194527,0.016857117066422806,0.593,0.025,2.98,0.185,0.77,3.98,0.992,0.0074,0.983,0.0,3.18,0.761,6.251903883165888
0.336,0.514,0.4549999999999999,0.157,0.01143437762566317,0.042101176018635326,0.02078253918252841,0.583,0.047,3.22,0.458,0.732,3.27,0.9445,0.00745,0.802,1.0,3.47,0.73,8.029432840581242
0.204,0.509,0.245,0.126,0.025667746748577813,0.050693114315518165,0.02176149178151271,0.594,0.116,3.335,0.583,0.719,3.86,0.9455,0.00777,0.763,1.0,3.55,0.643,8.358900612421644
0.445,0.585,0.571,0.176,0.05354076692802976,0.07325046173959274,0.05921185963184603,0.679,0.129,2.76,0.103,0.485,3.47,0.864,0.00718,0.55,1.0,2.81,0.493,6.960347729101308
0.232,0.515,0.39,0.148,0.004987541511038968,0.06109509935981083,0.011928570865273812,0.594,0.069,3.1900000000000004,0.42,0.657,3.8,0.992,0.00769,0.995,1.0,4.23,0.848,8.006034178749008
0.506,0.492,0.695,0.182,0.011928570865273812,0.04974209189481401,0.01980262729617973,0.555,0.038,2.835,0.133,0.64,3.23,0.9595,0.0070999999999999,0.372,0.0,3.9,0.912,6.763884908562435
0.464,0.722,0.936,0.286,0.2291256229917573,0.17227122094045313,0.20048886074940356,0.907,0.305,2.25,0.015,0.023,3.32,0.6485000000000001,0.00588,0.331,0.0,3.15,0.229,5.58724865840025
0.518,0.645,0.833,0.151,0.006975613736425138,0.050693114315518165,0.016857117066422806,0.724,0.042,2.835,0.098,0.607,3.64,0.982,0.00764,0.983,1.0,4.11,0.784,6.687108607866515
0.354,0.773,0.937,0.181,0.018821754240587667,0.0852598439508234,0.07510747248680547,0.859,0.135,2.605,0.045,0.64,4.14,0.917,0.00677,0.647,0.0,4.03,0.477,6.210600077024654
0.343,0.598,0.593,0.178,0.02420468869681736,0.03440142671733232,0.01980262729617973,0.653,0.043,2.775,0.143,0.635,4.11,0.967,0.00826,0.887,0.0,4.42,0.596,6.401917196727186
0.633,0.748,0.915,0.18,0.029073247485707165,0.11243542932978817,0.05259245011917063,0.846,0.18,2.365,0.01,0.357,2.99,0.8105,0.0069099999999999,0.856,0.0,2.91,0.421,6.09807428216624
0.547,0.603,0.5660000000000001,0.201,0.04401688541677426,0.07881118042428985,0.058268908123975824,0.707,0.094,2.5,0.028,0.375,3.46,0.87,0.0064599999999999,0.738,0.0,3.06,0.933,6.0014148779611505
0.221,0.307,0.405,0.168,0.0,0.007968169649176881,0.0,0.394,0.005,3.86,0.76,0.799,4.07,0.9935,0.00904,1.0,1.0,4.71,0.946,6.418364935936212
0.553,0.802,0.8580000000000001,0.405,0.09257918129309317,0.14410034397375687,0.1773090149704103,0.892,0.164,2.27,0.015,0.445,3.46,0.8200000000000001,0.0058,0.471,0.0,2.94,0.513,5.4510384535657
0.544,0.667,0.629,0.141,0.05968300216117384,0.054488185284069776,0.03052920503482279,0.759,0.118,2.745,0.088,0.532,3.65,0.942,0.0070999999999999,0.965,0.0,3.14,0.646,5.968707559985366
0.703,0.74,0.885,0.323,0.1505728584793744,0.14496577025018564,0.14496577025018564,0.851,0.175,2.345,0.011,0.146,2.87,0.8055,0.00598,0.511,0.0,2.99,0.599,5.598421958998375
0.408,0.677,0.815,0.262,0.024692612590371414,0.15956456967133845,0.07973496801885353,0.74,0.075,2.37,0.059,0.38,3.54,0.9415,0.00713,0.924,0.0,3.8,0.591,6.22455842927536
0.334,0.703,0.626,0.173,0.1608425251168305,0.08065790301745454,0.054488185284069776,0.803,0.188,2.62,0.046,0.355,3.92,0.7969999999999999,0.00674,0.595,0.0,3.75,0.533,7.402451520818244
0.39,0.657,0.613,0.152,0.0912108800533841,0.08984070399978955,0.06297479916138839,0.758,0.141,2.72,0.083,0.329,3.23,0.861,0.00736,0.768,1.0,3.79,0.61,7.77485576666552
0.21,0.54,0.47,0.164,0.006975613736425138,0.018821754240587667,0.005982071677547469,0.598,0.018,3.205,0.424,0.724,3.99,0.9925,0.00806,0.996,1.0,4.38,0.632,6.98100574072173
0.393,0.654,0.5,0.385,0.036331929247390204,0.2382291887322507,0.0,0.795,0.308,2.405,0.075,0.4853171247357294,3.57,0.90875,0.0069576397515527,0.6569582463465553,0.0,4.71,0.5719375,3.295836866004329
0.382,0.531,0.5589999999999999,0.191,0.004489905272852001,0.06391332574365285,0.001998002662673058,0.583,0.031,2.785,0.198,0.725,3.65,0.986,0.0078099999999999,0.646,0.0,4.22,0.548,6.124683390894205
0.335,0.447,0.588,0.129,0.0,0.04879016416943205,0.0,0.51,0.003,3.22,0.244,0.783,3.77,0.9945,0.00886,1.0,1.0,4.38,0.959,5.831882477283517
0.283,0.633,0.5800000000000001,0.137,0.05685281159278279,0.05921185963184603,0.04974209189481401,0.717,0.124,2.925,0.093,0.625,2.98,0.918,0.00719,0.814,0.0,3.25,0.752,5.981414211254481
0.376,0.642,0.7310000000000001,0.189,0.008959741371471801,0.10436001532424286,0.05259245011917063,0.739,0.167,2.71,0.047,0.505,4.14,0.948,0.00697,0.943,0.0,4.43,0.586,6.013715156042801
0.558,0.623,0.6539999999999999,0.162,0.01636535408626423,0.08250122151174377,0.03729578474369693,0.708,0.143,2.8150000000000004,0.252,0.756,3.94,0.949,0.00779,0.919,0.0,3.71,0.657,6.16541785423142
0.344,0.648,0.494,0.156,0.007968169649176881,0.1275133202989597,0.035367143837291344,0.73,0.119,2.82,0.172,0.715,3.81,0.946,0.00789,0.659,0.0,3.56,0.636,6.20455776256869
0.204,0.559,0.469,0.16,0.023716526617316065,0.05354076692802976,0.01291622526654623,0.636,0.095,3.1,0.349,0.664,3.5770989010989007,0.935,0.00789,0.7,1.0,3.4736402569593148,0.584,8.146709052203319
0.384,0.654,0.625,0.109,0.08342160813907237,0.128393214768399,0.051643233151838386,0.778,0.19,2.8200000000000003,0.102,0.506,3.35,0.83,0.00715,0.794,0.0,2.55,0.466,7.778211474512493
0.172,0.588,0.398,0.14,0.022250608934819723,0.054488185284069776,0.013902905168991434,0.652,0.03,3.31,0.461,0.717,4.02,0.9525,0.00784,0.892,1.0,3.36,0.579,7.696667081526462
0.279,0.484,0.369,0.137,0.009950330853168092,0.060153922819747144,0.004987541511038968,0.553,0.015,3.565,0.695,0.804,3.49,0.973,0.008,0.953,1.0,3.92,0.978,5.996452088619021
0.303,0.406,0.4669999999999999,0.16,0.047360571359837574,0.03825871211709027,0.008959741371471801,0.492,0.057,3.05,0.239,0.67,4.03,0.8975,0.00825,0.834,1.0,3.58,0.451,6.931471805599453
0.06,0.463,0.093,0.012,0.0,0.02273948696948934,0.001998002662673058,0.536,0.0,4.18,1.0,0.915,3.5770989010989007,1.0,0.0095599999999999,1.0,1.0,3.62,0.998,6.255750041753367
0.494,0.734,0.752,0.24,0.06297479916138839,0.09803374027136541,0.10795714150509236,0.809,0.099,2.465,0.042,0.446,3.09,0.8775,0.0064,0.684,1.0,3.08,0.423,6.1463292576688975
