Percent of Students Chronically Absent,Percent HRA Eligible,Student Percent - Black and Hispanic,Percent Students with IEPs,log_dropout_rate,log_temp_housing,log_percent_overage,Economic Need Index,Percent English Language Learners,Average Grade 8 Proficiency,Percent College Ready based on SAT Math,Metric Value - College Persistence,Supportive Environment - Element Score,Graduation Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Took_ACT,Rigorous Instruction - Element Score,Percentage of Students Enrolled in Any Advanced Course,log_enrollment
0.298,0.587,0.471,0.157,0.0064789660977090735,0.026641930946421092,0.013902905168991434,0.644,0.034,3.46,0.459,0.805,3.67,0.9775,0.0080299999999999,0.912,1.0,3.89,0.696,5.683579767338681
0.476,0.589,0.803,0.116,0.1128821570566724,0.08984070399978955,0.04018178963283176,0.654,0.071,2.825,0.109,0.518,3.32,0.92,0.0068099999999999,0.891,0.0,3.61,0.734,6.148468295917647
0.497,0.66,0.883,0.211,0.10616019582839052,0.13627761829254773,0.12221763272424911,0.77,0.146,2.585,0.0,0.357,3.13,0.8665,0.00639,0.696,0.0,3.32,0.688,5.5134287461649825
0.156,0.516,0.877,0.175,0.017839918128331016,0.07881118042428985,0.026641930946421092,0.586,0.027,2.665,0.037,0.534,3.78,0.9735,0.00741,0.963,0.0,3.6,0.97,5.90536184805457
0.289,0.618,0.91,0.176,0.05401458830623835,0.09984533496971612,0.0778865386570712,0.694,0.095,2.405,0.019,0.299,3.63,0.8865000000000001,0.00652,0.731,0.0,3.55,0.719,6.1224928095143865
0.349,0.651,0.8109999999999999,0.17,0.05448818528406957,0.09531017980432495,0.07510747248680547,0.729,0.07,2.72,0.024,0.376,3.65,0.848,0.00649,0.625,0.0,2.49,0.432,5.916202062607436
0.306,0.575,0.906,0.184,0.02955880224154443,0.0944006754214843,0.0944006754214843,0.631,0.057,2.755,0.165,0.409,3.66,0.92,0.0079,0.595,1.0,3.39,0.545,5.808142489980443
0.509,0.657,0.797,0.181,0.050217716160617515,0.10345870836822997,0.0695260626486103,0.735,0.117,2.515,0.111,0.4,3.25,0.931,0.00679,0.591,0.0,3.0,0.357,5.886104031450156
0.419,0.551,0.829,0.22,0.029073247485707165,0.10345870836822997,0.036331929247390204,0.645,0.106,2.53,0.082,0.486,3.92,0.9225,0.00684,0.365,0.0,3.56,0.651,5.860786223465866
0.182,0.56,0.857,0.238,0.01291622526654623,0.08342160813907237,0.050693114315518165,0.635,0.028,2.63,0.103,0.442,3.42,0.958,0.00565,0.859,0.0,3.39,0.933,5.53338948872752
0.291,0.635,0.849,0.119,0.12575120530556025,0.10795714150509236,0.09984533496971612,0.729,0.114,2.5700000000000003,0.097,0.321,4.2,0.8049999999999999,0.0069299999999999,0.699,1.0,4.02,0.642,6.021023349349527
0.488,0.654,0.883,0.182,0.01833095668472342,0.09984533496971612,0.04783732941416006,0.717,0.076,2.46,0.011,0.374,3.5770989010989007,0.916,0.0077099999999999,0.943,0.0,3.46,0.688,6.240275845170769
0.332,0.658,0.6559999999999999,0.163,0.01340968690991774,0.05354076692802976,0.02761516703297339,0.733,0.071,2.905,0.294,0.773,4.08,0.972,0.0072299999999999,0.828,0.0,3.47,0.595,6.234410725718371
0.373,0.632,0.497,0.168,0.0,0.04688358589885046,0.005982071677547469,0.694,0.068,3.325,0.466,0.92,3.77,1.0,0.00809,0.959,0.0,4.21,0.648,5.739792912179234
0.305,0.584,0.724,0.238,0.013902905168991214,0.0695260626486103,0.02176149178151271,0.663,0.054,2.905,0.194,0.628,3.92,0.992,0.00688,0.953,0.0,4.46,0.647,6.289715570908997
0.437,0.521,0.564,0.181,0.036331929247390204,0.10074990310014315,0.0,0.589,0.074,3.035,0.075,0.4853171247357294,3.5770989010989007,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.4736402569593148,0.5719375,4.553876891600541
0.481,0.737,0.6799999999999999,0.172,0.06531946612064246,0.08342160813907237,0.04783732941416006,0.839,0.192,2.77,0.131,0.435,3.06,0.885,0.0069,0.643,0.0,2.54,0.499,7.590346945602565
0.417,0.782,0.814,0.194,0.0727856697256476,0.10074990310014315,0.04783732941416006,0.843,0.147,2.6,0.101,0.419,3.23,0.8340000000000001,0.00679,0.674,1.0,3.32,0.596,7.565793282428515
0.29,0.255,0.3399999999999999,0.165,0.008959741371471801,0.017839918128331016,0.001998002662673058,0.336,0.0,3.615,0.5,0.794,3.97,0.988,0.00892,0.988,1.0,3.9,0.792,6.732210706467206
0.234,0.762,0.734,0.182,0.054961558073974334,0.08250122151174377,0.016857117066422806,0.823,0.106,2.755,0.152,0.5,3.44,0.9235,0.0075599999999999,0.696,1.0,2.51,0.726,6.704414354964107
0.525,0.496,0.892,0.029,0.10074990310014315,0.22314355131420976,0.2468600779315258,0.0,0.902,2.165,0.051,0.272,3.62,0.767,0.00472,0.497,0.0,4.33,0.666,6.927557906278317
0.261,0.507,0.385,0.105,0.01439588028373234,0.04114194333117521,0.009950330853168092,0.571,0.028,3.405,0.5,0.812,3.21,0.9765,0.00797,0.969,1.0,3.67,0.794,7.220373836723949
0.156,0.394,0.227,0.143,0.0074720148387010564,0.02176149178151271,0.001998002662673058,0.456,0.036,3.75,0.807,0.836,3.5,0.9885,0.00851,0.932,1.0,3.58,0.944,6.028278520230699
0.704,0.767,0.913,0.427,0.06485097231961626,0.10165365372649982,0.018821754240587667,0.872,0.087,2.275,0.0,0.429,3.33,0.8035,0.00662,0.125,0.0,3.17,0.437,4.6443908991413725
0.198,0.449,0.314,0.191,0.007968169649176881,0.015873349156290163,0.009950330853168092,0.509,0.016,3.215,0.588,0.909,4.18,0.988,0.00835,0.776,1.0,4.71,0.523,6.240275845170769
0.392,0.442,0.349,0.268,0.01636535408626423,0.024692612590371414,0.005982071677547469,0.511,0.013,2.885,0.299,0.6,3.88,0.968,0.00853,0.649,1.0,3.95,0.645,6.161207321695076
0.466,0.499,0.51,0.25,0.008959741371471801,0.02955880224154443,0.003992021269537457,0.566,0.019,2.94,0.252,0.894,3.61,0.97,0.00748,0.65,1.0,4.7,0.41,6.29156913955832
0.257,0.541,0.382,0.227,0.0577970987262166,0.03825871211709027,0.026641930946421092,0.602,0.076,2.965,0.259,0.567,3.74,0.903,0.00743,0.804,1.0,4.15,0.535,8.062117582754738
0.402,0.702,0.765,0.319,0.08892620919440149,0.09803374027136541,0.071389996086673,0.793,0.146,2.51,0.093,0.375,3.59,0.855,0.00643,0.545,1.0,2.89,0.477,7.4570320891223805
0.416,0.688,0.769,0.195,0.09803374027136541,0.06297479916138839,0.035367143837291344,0.766,0.089,2.8200000000000003,0.216,0.543,3.33,0.8140000000000001,0.00763,0.649,1.0,3.0,0.472,7.6746174973643635
0.294,0.345,0.1959999999999999,0.226,0.01833095668472342,0.025667746748577813,0.016857117066422806,0.404,0.026,3.265,0.343,0.656,3.52,0.9605,0.00819,0.794,1.0,3.57,0.679,8.237743803890933
0.192,0.483,0.425,0.204,0.03609082014435369,0.04114194333117521,0.03343477608623742,0.554,0.049,3.105,0.291,0.604,3.74,0.919,0.00826,0.711,1.0,3.43,0.522,7.982074875081202
0.546,0.715,0.772,0.383,0.07417939817425147,0.055434706888100524,0.023716526617316065,0.769,0.083,2.535,0.124,0.31,3.55,0.8534999999999999,0.0077,0.773,0.0,2.77,0.406,6.603943824600473
0.081,0.358,0.054,0.014,0.0,0.008959741371471801,0.0009995003330834232,0.437,0.0,4.205,0.988,0.87,4.65,0.997,0.00929,1.0,1.0,4.53,0.997,7.226209010100671
0.433,0.716,0.857,0.188,0.03052920503482279,0.11243542932978817,0.04114194333117521,0.825,0.143,2.77,0.279,0.567,3.76,0.937,0.00694,1.0,0.0,3.89,0.785,5.817111159963204
0.365,0.691,0.858,0.23,0.1275133202989597,0.2070141693843261,0.09803374027136541,0.914,0.39,2.325,0.014,0.125,3.85,0.887,0.00525,0.303,0.0,3.41,0.663,5.645446897643238
0.667,0.822,0.961,0.237,0.0829615207143473,0.16805358499624976,0.07232066157962608,0.925,0.233,2.335,0.0,0.293,3.5770989010989007,0.8915,0.0057799999999999,0.482,0.0,3.75,0.621,6.0844994130751715
0.614,0.693,0.939,0.22,0.13671382331582213,0.2110709700799404,0.08617769624105241,0.918,0.404,2.35,0.036,0.143,3.44,0.881,0.00638,0.5,0.0,3.19,0.466,5.627621113690637
0.289,0.679,0.873,0.184,0.047360571359837574,0.1587116911548208,0.045928931888399735,0.848,0.262,2.575,0.118,0.232,3.61,0.9645,0.00631,0.671,0.0,3.65,0.404,6.013715156042801
0.26,0.615,0.786,0.155,0.007968169649176881,0.07603468627599758,0.007968169649176881,0.719,0.048,3.57,0.651,0.641,4.16,0.992,0.00779,0.833,0.0,4.44,0.687,5.53338948872752
0.644,0.797,0.948,0.264,0.04926624130291805,0.21026092548319605,0.06391332574365285,0.936,0.31,2.45,0.045,0.314,3.16,0.896,0.00501,0.477,0.0,2.82,0.703,5.8998973535824915
0.348,0.817,0.989,0.301,0.036331929247390204,0.07232066157962608,0.0,0.854,0.075,2.845,0.075,0.4853171247357294,3.92,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.96,0.5719375,4.543294782270004
0.233,0.634,0.972,0.136,0.0,0.08065790301745454,0.03052920503482279,0.717,0.019,3.155,0.009,0.676,3.5770989010989007,0.961,0.0065,0.877,0.0,3.4736402569593148,0.655,6.364750756851912
0.262,0.643,0.965,0.11,0.0,0.04018178963283176,0.04401688541677426,0.734,0.017,3.645,0.0,0.667,3.5770989010989007,0.9445,0.00665,0.916,0.0,3.4736402569593148,0.594,6.144185634125646
0.109,0.429,0.901,0.066,0.036331929247390204,0.07417939817425147,0.0,0.534,0.0,3.78,0.075,0.4853171247357294,3.5770989010989007,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.4736402569593148,0.5719375,4.5217885770490405
0.603,0.743,0.985,0.257,0.036331929247390204,0.12133228516752496,0.028587456851912472,0.834,0.086,3.0700000000000003,0.0,0.4853171247357294,3.86,0.8,0.00743,0.45,0.0,4.22,0.5719375,4.2626798770413155
0.628,0.769,0.974,0.198,0.008959741371471801,0.09984533496971612,0.09984533496971612,0.852,0.105,2.665,0.0,0.418,3.03,0.8775,0.0058499999999999,0.299,1.0,3.25,0.267,6.892641641172089
0.368,0.64,0.953,0.157,0.011928570865273812,0.08342160813907237,0.02273948696948934,0.744,0.023,3.12,0.0,0.655,3.5770989010989007,0.9115,0.00565,0.883,0.0,3.4736402569593148,0.5719375,6.154858094016418
0.436,0.734,0.97,0.103,0.0,0.10345870836822997,0.03729578474369693,0.805,0.032,3.085,0.0,0.627,3.5770989010989007,0.9395,0.00524,0.904,0.0,3.4736402569593148,0.5719375,6.222576268071369
0.477,0.704,0.963,0.121,0.0,0.071389996086673,0.04305948946044701,0.788,0.049,3.25,0.027,0.436,3.5770989010989007,0.8205,0.0065599999999999,0.714,0.0,3.4736402569593148,0.553,6.006353159601733
0.258,0.747,0.972,0.192,0.07232066157962608,0.10074990310014315,0.010939940038334263,0.817,0.05,2.865,0.227,0.462,3.5770989010989007,0.79,0.0058099999999999,0.108,0.0,3.4736402569593148,0.603,5.888877958332881
0.268,0.709,0.951,0.165,0.036331929247390204,0.11867152971749854,0.018821754240587667,0.798,0.068,2.9850000000000003,0.075,0.4853171247357294,3.5770989010989007,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.4736402569593148,0.01,4.6443908991413725
0.593,0.751,0.951,0.23,0.009950330853168092,0.08617769624105241,0.07325046173959274,0.82,0.083,2.575,0.0,0.5,3.5770989010989007,0.9085,0.00639,0.375,0.0,3.4736402569593148,0.5719375,6.016157159698353
0.686,0.646,0.927,0.242,0.013902905168991214,0.08157998699242285,0.03729578474369693,0.757,0.031,2.895,0.0,0.653,3.5770989010989007,0.934,0.00531,0.779,0.0,3.4736402569593148,0.5719375,6.354370040797351
0.5,0.843,0.971,0.286,0.045928931888399735,0.08250122151174377,0.07603468627599758,0.905,0.114,2.39,0.093,0.368,4.04,0.8745,0.00718,0.488,0.0,4.36,0.379,4.9487598903781675
0.998,0.766,0.925,0.153,0.01980262729617973,0.11689375147149943,0.042101176018635326,0.867,0.187,2.705,0.008,0.528,3.5770989010989007,0.9205,0.00711,0.746,0.0,3.4736402569593148,0.475,6.234410725718371
0.393,0.627,0.903,0.157,0.02078253918252841,0.08617769624105241,0.08342160813907237,0.712,0.047,2.735,0.011,0.667,3.39,0.988,0.0074,0.6,0.0,3.43,0.52,5.998936561946683
0.4173440643863179,0.545,0.909,0.0,0.023716526617316065,0.08709470685093375,0.16720791898390638,0.628,0.0,3.395,0.0,0.565,3.5770989010989007,0.979,0.0069576397515527,0.238,0.0,3.4736402569593148,0.5719375,2.4849066497880004
0.607,0.739,0.73,0.213,0.055907631938296086,0.051643233151838386,0.01980262729617973,0.823,0.084,2.885,0.0,0.615,3.2,0.922,0.00755,0.699,0.0,3.66,0.553,5.877735781779639
0.423,0.675,0.968,0.254,0.0,0.1336563848126736,0.031498667059371016,0.768,0.029,2.6500000000000004,0.0,0.493,3.5770989010989007,0.8935,0.006,0.375,0.0,3.4736402569593148,0.729,5.638354669333745
0.496,0.556,0.949,0.124,0.008959741371471801,0.07045846364856137,0.017839918128331016,0.655,0.02,3.24,0.008,0.609,3.5770989010989007,0.964,0.00547,0.902,0.0,3.4736402569593148,0.5719375,6.234410725718371
0.325,0.768,0.95,0.293,0.0,0.1527210870176639,0.06859279146561167,0.827,0.071,2.465,0.0,0.344,3.72,0.8049999999999999,0.00576,0.274,0.0,3.25,0.774,5.697093486505405
0.508,0.648,0.962,0.199,0.027128667388252696,0.13453089295760606,0.05732506661926935,0.741,0.038,2.965,0.0,0.654,3.5770989010989007,0.957,0.00627,0.672,0.0,3.4736402569593148,0.5719375,5.4680601411351315
0.269,0.775,0.935,0.28,0.036331929247390204,0.1484200051182732,0.08617769624105241,0.84,0.045,2.665,0.075,0.4853171247357294,3.95,0.81,0.00628,0.6569582463465553,0.0,2.85,0.5719375,5.303304908059076
0.005,0.332,0.496,0.234,0.033918218203460644,0.02761516703297339,0.035367143837291344,0.409,0.019,3.195,0.0,0.4853171247357294,4.09,0.932,0.00804,0.946,0.0,3.97,0.566,6.450470422144177
0.3,0.79,0.955,0.186,0.033918218203460644,0.11511280710050446,0.0620353909194527,0.873,0.082,2.995,0.0,0.538,3.5770989010989007,0.8185,0.00736,0.855,0.0,2.5,0.457,5.796057750765372
0.313,0.75,0.898,0.414,0.036331929247390204,0.17227122094045313,0.015873349156290163,0.866,0.047,2.505,0.075,0.4853171247357294,3.52,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.76,0.5719375,4.859812404361672
0.869,0.751,0.962,0.242,0.16169358899798714,0.07232066157962608,0.08709470685093375,0.817,0.026,2.49,0.0,0.235,2.02,0.728,0.00639,0.146,0.0,2.13,0.691,5.583496308781699
0.296,0.852,0.977,0.629,0.014888612493750559,0.13540463700620298,0.03825871211709027,0.907,0.082,2.215,0.0,0.377,3.5770989010989007,0.879,0.00545,0.082,0.0,3.4736402569593148,0.5719375,5.549076084895219
0.231,0.752,0.976,0.15,0.02078253918252841,0.11511280710050446,0.0,0.837,0.008,3.28,0.065,0.61,4.2,0.9915,0.0070799999999999,0.363,0.0,3.84,0.829,5.509388336627977
0.4173440643863179,0.741,1.0,0.074,0.036331929247390204,0.071389996086673,0.0,0.877,0.0,2.94,0.075,0.4853171247357294,2.75,0.90875,0.0069576397515527,0.6569582463465553,0.0,2.64,0.5719375,3.332204510175204
0.257,0.845,1.0,0.155,0.03922071315328133,0.13627761829254773,0.0,0.923,0.01,3.155,0.03,0.4,3.08,0.923,0.0064099999999999,0.576,0.0,3.4736402569593148,0.718,4.6443908991413725
0.302,0.754,0.972,0.214,0.015873349156290163,0.08250122151174377,0.026641930946421092,0.834,0.039,3.165,0.0,0.483,3.5770989010989007,0.9215,0.00757,0.661,1.0,3.4736402569593148,0.5719375,6.86484777797086
0.167,0.82,0.96,0.136,0.02273948696948934,0.11600367575630612,0.0,0.881,0.009,3.295,0.12,0.66,3.56,1.0,0.00731,0.5,0.0,3.52,0.776,5.43372200355424
0.479,0.708,0.942,0.162,0.003742986278834297,0.11243542932978817,0.04879016416943205,0.807,0.064,3.08,0.0,0.518,3.5770989010989007,0.873,0.00735,0.76,0.0,2.91,0.286,5.934894195619588
0.247,0.564,0.885,0.066,0.1336563848126736,0.04305948946044701,0.17898265552843995,0.66,0.0,3.98,0.0,0.394,3.5770989010989007,0.819,0.0069576397515527,0.007,0.0,3.4736402569593148,0.5719375,6.593044534142437
0.214,0.859,0.984,0.139,0.0,0.10436001532424286,0.01291622526654623,0.915,0.134,2.6900000000000004,0.025,0.566,3.81,0.925,0.00795,0.407,0.0,3.6,0.202,5.948034989180646
0.55,0.779,0.939,0.255,0.036331929247390204,0.1466943791508034,0.031498667059371016,0.856,0.036,2.6500000000000004,0.0,0.526,3.39,0.974,0.00635,0.01,0.0,3.54,0.459,6.023447592961033
0.613,0.839,0.964,0.364,0.03101405352916954,0.16636153721522529,0.11955923505763925,0.888,0.088,2.425,0.03,0.21,2.95,0.8140000000000001,0.00659,0.255,0.0,2.3,0.5719375,6.016157159698353
0.312,0.784,0.986,0.265,0.005982071677547469,0.1336563848126736,0.009950330853168092,0.859,0.147,2.7300000000000004,0.06,0.529,3.73,0.923,0.00674,0.444,0.0,2.88,0.5719375,6.226536669287466
0.401,0.72,0.962,0.271,0.023716526617316065,0.10436001532424286,0.04783732941416006,0.809,0.084,2.8,0.0,0.554,3.18,0.865,0.0065799999999999,0.658,0.0,3.02,0.331,5.8522024797744745
0.701,0.804,0.948,0.318,0.036331929247390204,0.11778303565638346,0.05638033343610769,0.872,0.067,2.7,0.0,0.4853171247357294,3.5770989010989007,0.753,0.00594,0.341,0.0,3.4736402569593148,0.5719375,5.793013608384144
0.624,0.797,0.934,0.275,0.07092433833669858,0.1638180852293949,0.12575120530556025,0.87,0.083,2.615,0.0,0.103,2.61,0.6859999999999999,0.0065599999999999,0.302,0.0,2.09,0.5719375,5.624017506187338
0.409,0.787,0.955,0.175,0.007968169649176881,0.10795714150509236,0.04018178963283176,0.869,0.058,2.85,0.013,0.481,3.15,0.8214999999999999,0.0062,0.883,0.0,3.0,0.338,5.978885764901121
0.136,0.705,0.992,0.144,0.0,0.10885440491208206,0.0,0.797,0.029,3.265,0.0,0.649,3.08,0.9545,0.00664,0.58,0.0,3.4736402569593148,0.763,4.941642422609304
0.327,0.561,0.911,0.167,0.009950330853168092,0.0695260626486103,0.042101176018635326,0.615,0.029,2.685,0.0,0.484,2.87,0.9735,0.00715,0.673,0.0,2.63,0.482,6.040254711277414
0.418,0.673,0.956,0.204,0.036331929247390204,0.14410034397375687,0.060153922819747144,0.795,0.049,2.55,0.075,0.4853171247357294,2.81,0.90875,0.0059099999999999,0.6569582463465553,0.0,3.02,0.5719375,5.424950017481403
0.635,0.762,0.926,0.291,0.02127213527553977,0.09712671073072283,0.05921185963184603,0.826,0.061,2.64,0.013,0.449,3.38,0.951,0.0072499999999999,0.414,0.0,3.55,0.463,5.501258210544727
0.284,0.603,0.765,0.18,0.017839918128331016,0.044973365642731196,0.028587456851912472,0.651,0.067,3.005,0.236,0.625,3.65,0.9535,0.0078099999999999,0.855,0.0,3.57,0.95,5.480638923341991
0.464,0.656,0.867,0.37,0.0,0.02078253918252841,0.0,0.722,0.016,2.54,0.0,0.449,3.45,0.9585,0.00745,0.313,0.0,3.22,0.434,5.247024072160486
0.487,0.659,0.798,0.265,0.01439588028373234,0.06485097231961626,0.02176149178151271,0.731,0.049,2.595,0.0,0.4853171247357294,3.21,0.923,0.00714,0.674,0.0,3.2,0.309,5.4116460518550396
0.348,0.774,0.969,0.153,0.03343477608623742,0.10526051065749292,0.0769610411361284,0.867,0.042,2.8600000000000003,0.194,0.51,3.26,0.763,0.00729,0.581,0.0,3.65,0.108,5.662960480135946
0.355,0.792,0.952,0.151,0.013902905168991214,0.10885440491208206,0.03729578474369693,0.86,0.046,2.985,0.0,0.611,3.9,0.985,0.00678,0.504,0.0,3.93,0.516,6.208590026096629
0.52,0.832,0.952,0.175,0.0,0.15529288440603525,0.06109509935981083,0.902,0.117,2.575,0.0,0.431,3.16,0.9,0.00648,0.708,0.0,3.2,0.713,5.978885764901121
0.194,0.686,1.0,0.086,0.036331929247390204,0.1336563848126736,0.0,0.921,0.143,2.95,0.075,0.4853171247357294,3.99,0.90875,0.0069576397515527,0.6569582463465553,0.0,4.03,0.5719375,3.58351893845611
0.312,0.795,0.99,0.195,0.0718554371004281,0.1327811112338184,0.016857117066422806,0.869,0.109,2.94,0.014,0.368,3.63,0.8445,0.00665,0.611,0.0,2.78,0.702,5.713732805509369
0.261,0.748,0.951,0.09,0.031498667059371016,0.11955923505763925,0.02176149178151271,0.837,0.137,2.74,0.0,0.649,3.5770989010989007,0.8645,0.00814,0.145,0.0,3.4736402569593148,0.5719375,5.777652323222656
0.151,0.631,0.943,0.078,0.036331929247390204,0.07510747248680547,0.013902905168991434,0.745,0.0,3.875,0.075,0.4853171247357294,3.5770989010989007,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.4736402569593148,0.5719375,5.645446897643238
0.359,0.897,0.949,0.256,0.036331929247390204,0.1646666215552339,0.025667746748577813,0.915,0.051,2.48,0.075,0.4853171247357294,3.58,0.90875,0.0069576397515527,0.6569582463465553,0.0,2.96,0.5719375,3.6888794541139363
0.286,0.756,0.98,0.184,0.0,0.0778865386570712,0.031498667059371016,0.841,0.041,2.74,0.0,0.708,3.92,0.986,0.0077599999999999,0.321,0.0,4.02,0.18,6.075346031088684
0.457,0.811,0.977,0.212,0.036331929247390204,0.10074990310014315,0.04688358589885046,0.878,0.074,2.75,0.136,0.528,3.84,0.972,0.00701,0.509,1.0,4.11,0.072,6.073044534100405
0.467,0.841,0.981,0.182,0.0,0.16551443847757333,0.06672363204290813,0.915,0.207,2.58,0.0,0.408,3.97,0.815,0.0065099999999999,0.245,0.0,3.95,0.5719375,6.173786103901937
0.364,0.757,0.976,0.178,0.036331929247390204,0.15529288440603525,0.02078253918252841,0.842,0.058,3.0,0.075,0.4853171247357294,3.59,0.90875,0.00758,0.6569582463465553,0.0,3.38,0.5719375,5.680172609017068
0.0,0.862,0.969,0.2,0.05732506661926935,0.07881118042428985,0.044973365642731196,0.93,0.113,2.78,0.064,0.62,3.88,0.906,0.00612,0.713,1.0,3.11,0.354,5.278114659230517
0.4173440643863179,0.0,1.0,0.375,0.036331929247390204,0.04114194333117521,0.0,0.0,0.083,3.035,0.075,0.4853171247357294,3.36,0.90875,0.0069576397515527,0.6569582463465553,0.0,2.72,0.5719375,3.2188758248682006
0.367,0.845,0.997,0.164,0.005982071677547469,0.1466943791508034,0.035367143837291344,0.933,0.188,2.645,0.0,0.539,4.1,0.953,0.0067,0.811,0.0,4.25,0.472,5.817111159963204
0.551,0.846,0.96,0.157,0.030044121348376644,0.09075436326846413,0.02955880224154443,0.919,0.095,2.9000000000000004,0.19,0.381,3.68,0.9265,0.00677,0.725,0.0,4.37,0.5719375,5.998936561946683
0.4173440643863179,0.947,0.894,0.263,0.036331929247390204,0.233489843368354,0.0,0.0,0.0,2.955,0.075,0.4853171247357294,2.51,0.90875,0.0069576397515527,0.6569582463465553,0.0,2.96,0.5719375,2.995732273553991
0.354,0.699,0.943,0.276,0.0,0.071389996086673,0.04688358589885046,0.779,0.091,2.62,0.076,0.432,3.7,0.878,0.00677,0.375,0.0,3.35,0.688,5.8664680569332965
0.342,0.755,0.952,0.118,0.010197824976445877,0.10345870836822997,0.04018178963283176,0.832,0.052,2.865,0.0,0.61,3.63,0.96,0.0072,0.635,0.0,3.23,0.498,6.129050210060545
0.554,0.815,0.979,0.156,0.003992021269537457,0.13190507087993858,0.03440142671733232,0.877,0.064,2.605,0.007,0.371,3.54,0.989,0.00703,0.309,0.0,3.34,0.317,6.180016653652572
0.654,0.836,0.961,0.24,0.014888612493750559,0.1292723357041391,0.11422114409002285,0.917,0.121,2.585,0.0,0.341,2.76,0.8545,0.0065799999999999,0.692,0.0,2.78,0.542,5.872117789475415
0.334,0.84,0.983,0.208,0.036331929247390204,0.1336563848126736,0.03440142671733232,0.915,0.088,2.715,0.075,0.4853171247357294,2.96,0.90875,0.00649,0.6569582463465553,0.0,2.9,0.18,5.993961427306569
0.253,0.769,0.928,0.231,0.018821754240587667,0.08892620919440149,0.026641930946421092,0.853,0.068,2.76,0.0,0.4853171247357294,4.3,0.90875,0.00732,0.889,0.0,4.01,0.699,6.093569770045136
0.513,0.836,0.954,0.176,0.036331929247390204,0.13714983814723364,0.0695260626486103,0.918,0.133,2.68,0.031,0.4853171247357294,3.62,0.936,0.0066599999999999,0.567,0.0,3.33,0.5719375,6.028278520230699
0.216,0.836,0.968,0.283,0.036331929247390204,0.1747932903731631,0.01980262729617973,0.896,0.112,2.62,0.075,0.4853171247357294,3.5770989010989007,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.4736402569593148,0.5719375,5.030437921392435
0.088,0.581,0.872,0.151,0.036331929247390204,0.0778865386570712,0.011928570865273812,0.731,0.012,2.885,0.075,0.4853171247357294,3.67,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.69,0.244,4.465908118654584
0.447,0.687,0.895,0.235,0.036331929247390204,0.10705907229340776,0.008959741371471801,0.78,0.057,2.655,0.075,0.4853171247357294,3.33,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.4736402569593148,0.5719375,5.442417710521794
0.379,0.802,0.99,0.178,0.036331929247390204,0.1466943791508034,0.0,0.921,0.158,2.59,0.075,0.4853171247357294,3.5770989010989007,0.90875,0.0069576397515527,0.6569582463465553,0.0,3.4736402569593148,0.5719375,4.624972813284271
0.288,0.792,0.981,0.161,0.005982071677547469,0.09712671073072283,0.04879016416943205,0.879,0.064,3.12,0.0,0.614,3.57,0.853,0.00737,0.734,0.0,3.93,0.44,6.049733455231958
0.193,0.726,0.963,0.193,0.022250608934819723,0.054488185284069776,0.0,0.83,0.026,3.22,0.0,0.435,3.5770989010989007,0.938,0.00746,0.758,0.0,3.4736402569593148,0.5719375,5.602118820879701
